dm_16a6b6ee	Non-WCI	Non-WCI-4.ทรัพย์เติมสุข	บริษัท ทรัพย์เติมสุข จำกัด	Active			2024-12-08				5000000		THB	2024-12-08		5000000					
dm_dd8d829e	Non-WCI	Non-WCI-5.ทรัพย์เติมสุข	บริษัท ทรัพย์เติมสุข จำกัด	Active			2025-02-20				15000000		THB	2025-02-20		15000000					
dm_0d6f8924	กรรมการ	กรรมการ-1.คุณกฤตวัฒน์	คุณกฤตวัฒน์ เลื่อนราม	Active			2023-12-25				16000000	0.07	THB	2023-12-25		16000000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_ce7425b3	กรรมการ	กรรมการ-2.คุณกฤตวัฒน์(2)	คุณกฤตวัฒน์ เลื่อนราม	Active			2024-03-05				7700000	0.07	THB	2024-03-05		7700000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_ed095022	กรรมการ	กรรมการ-3.คุณกฤตวัฒน์(3)	คุณกฤตวัฒน์ เลื่อนราม	Active			2024-06-14				15000000	0.07	THB	2024-06-14		15000000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_cd7d758c	กรรมการ	กรรมการ-4.คุณกฤตวัฒน์(4)	คุณกฤตวัฒน์ เลื่อนราม	Active			2024-06-27				10000000	0.07	THB	2024-06-27		10000000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_26b3fdf9	กรรมการ	กรรมการ-5.คุณกฤตวัฒน์(5)	คุณกฤตวัฒน์ เลื่อนราม	Active			2024-06-30				3000000	0.07	THB	2024-06-30		3000000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_54012702	กรรมการ	กรรมการ-6.คุณกฤตวัฒน์(6)	คุณกฤตวัฒน์ เลื่อนราม	Active			2024-11-22				4000000	0.07	THB	2024-11-22		4000000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_85e5d9b6	กรรมการ	กรรมการ-7.คุณกฤตวัฒน์(7)	คุณกฤตวัฒน์ เลื่อนราม	Active							45621	45622	THB			45621					0.07
dm_58c5e4be	กรรมการ	กรรมการ-8.คุณกฤตวัฒน์(8)	คุณกฤตวัฒน์ เลื่อนราม	Active							45628	45629	THB			45628					0.07
dm_af0a026e	กรรมการ	กรรมการ-9.คุณกฤตวัฒน์(9)	คุณกฤตวัฒน์ เลื่อนราม	Active			2024-12-20				2000000	0.07	THB	2024-12-20		2000000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_a65124b4	กรรมการ	กรรมการ-10.คุณกฤตวัฒน์(10)	คุณกฤตวัฒน์ เลื่อนราม	Active			2025-01-17				1300000	0.07	THB	2025-01-17		1300000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_a5b4435d	กรรมการ	กรรมการ-11.คุณกฤตวัฒน์(11)	คุณกฤตวัฒน์ เลื่อนราม	Active			2025-01-17				200000	0.07	THB	2025-01-17		200000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_098944fc	กรรมการ	กรรมการ-12.คุณกฤตวัฒน์(12)	คุณกฤตวัฒน์ เลื่อนราม	Active			2025-02-28				8000000	0.07	THB	2025-02-28		8000000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_c3c8d881	LockWood	LockWood-1.กฤษฏาเก่า	คุณกฤษฏา ตติยกวี	Active			2024-03-25				80000000	0.1	THB	2024-03-25		80000000					12
